"_id","nom","prenom","birthdate","ects","diplome","type_contrat","duree_contrat","etude","campus","activite","entreprise","universite"
"ObjectId(""61db553ec81e1457f090d832"")","Salvidor","Muat","25/01/2000",79,"FAUX","Contrat Pro",13,"en cours","LYON","BDS","ADVENCE CAMEROUN","101"
"ObjectId(""61db553ec81e1457f090d833"")","Thorstein","Orto","08/06/2001",127,"FAUX","Contrat d'apprentissage",7,"termine","LYON","SPR","MICHELIN","101"
"ObjectId(""61db553ec81e1457f090d834"")","Zilvia","Verdey","29/07/1999",48,"FAUX","Stage",22,"termine","CAEN","SPR","AFRIK-SOLUTION","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d835"")","Ingamar","Warbrick","20/09/2002",220,"FAUX","Contrat Pro",10,"termine","PARIS","BDE","IUC","MINES"
"ObjectId(""61db553ec81e1457f090d836"")","Artie","Harborow","10/07/1994",181,"FAUX","Contrat d'apprentissage",6,"stop","LYON","BDS","OPEN","SUPINFO"
"ObjectId(""61db553ec81e1457f090d837"")","Laverna","Brooksbank","12/10/2002",53,"FAUX","Stage",5,"termine","LILLE","BDE","ADVENCE CAMEROUN","EPITECH"
"ObjectId(""61db553ec81e1457f090d838"")","Cart","Barbier","02/03/2000",256,"FAUX","Stage",9,"en cours","MONTPELIER","BDS","ENELCAM","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d839"")","Donalt","Cunniam","10/02/1994",153,"FAUX","Stage",2,"en cours","PARIS","BDS","CAPGEMINI","SUPINFO"
"ObjectId(""61db553ec81e1457f090d83a"")","Sissie","Shillaber","10/01/1999",104,"FAUX","Contrat d'apprentissage",2,"en cours","MONTPELIER","SPR","AXXA","INSA"
"ObjectId(""61db553ec81e1457f090d83b"")","Gav","Kilpin","17/12/2002",30,"FAUX","Stage",17,"stop","LYON","BDS","AXXA","SUPINFO"
"ObjectId(""61db553ec81e1457f090d83c"")","Cosimo","Cleal","25/11/1999",199,"FAUX","Contrat d'apprentissage",6,"en cours","CAEN","BDE","CAPGEMINI","ESI"
"ObjectId(""61db553ec81e1457f090d83d"")","Jordain","Targe","12/06/1999",90,"FAUX","Stage",1,"stop","LYON","BDE","CGI","ISIMA"
"ObjectId(""61db553ec81e1457f090d83e"")","Lesley","Osgodby","26/06/2002",62,"FAUX","Stage",16,"en cours","MONTPELIER","SPR","ORACLE","POLYTECH"
"ObjectId(""61db553ec81e1457f090d83f"")","Konstantin","Lockhart","03/05/2001",38,"FAUX","Contrat d'apprentissage",4,"en cours","CLERMONT","BDE","SOFTTEAMS","INSA"
"ObjectId(""61db553ec81e1457f090d840"")","Willem","Shill","12/01/1999",0,"FAUX","Stage",23,"termine","MONTPELIER","BDS","OPEN","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d841"")","Orelee","Davern","16/05/1994",120,"FAUX","Stage",10,"stop","LILLE","BDE","MRC","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d842"")","Martainn","Strelitz","17/05/1996",102,"FAUX","Contrat Pro",18,"stop","CAEN","BDS","AFRIK-SOLUTION","MINES"
"ObjectId(""61db553ec81e1457f090d843"")","Clementine","Jillitt","03/10/1993",171,"FAUX","Contrat Pro",8,"stop","CLERMONT","BDS","SAFRAM","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d844"")","Heida","Matitiaho","03/06/2000",182,"FAUX","Contrat Pro",12,"en cours","CAEN","SPR","FREE","42"
"ObjectId(""61db553ec81e1457f090d845"")","Miller","Purseglove","15/12/2001",218,"FAUX","Contrat d'apprentissage",11,"termine","PARIS","SPR","ABYSTER","ISIMA"
"ObjectId(""61db553ec81e1457f090d846"")","Max","Brogiotti","17/09/1997",67,"FAUX","Stage",5,"stop","MONTPELIER","BDE","MTN","42"
"ObjectId(""61db553ec81e1457f090d847"")","Quentin","Worts","15/08/1999",140,"FAUX","Contrat Pro",5,"en cours","LILLE","BDE","ALTRAM","INSA"
"ObjectId(""61db553ec81e1457f090d848"")","Neale","Ochterlony","14/08/1995",89,"FAUX","Stage",23,"en cours","LILLE","SPR","AKKA","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d849"")","Gordon","Lamburne","13/11/1995",192,"FAUX","Contrat d'apprentissage",24,"termine","CLERMONT","BDE","HUAWEI","MINES"
"ObjectId(""61db553ec81e1457f090d84a"")","Evangelia","Kermitt","13/09/1996",295,"FAUX","Contrat Pro",16,"en cours","MONTPELIER","BDS","ORACLE","SUPINFO"
"ObjectId(""61db553ec81e1457f090d84b"")","Dane","Franciotti","21/04/1997",33,"FAUX","Contrat Pro",15,"termine","PARIS","BDE","AFROLOGIX","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d84c"")","Corinne","Capon","05/06/1993",247,"FAUX","Contrat d'apprentissage",9,"stop","CAEN","BDE","ADVENCE CAMEROUN","101"
"ObjectId(""61db553ec81e1457f090d84d"")","Ted","Swate","20/04/2001",69,"FAUX","Contrat d'apprentissage",8,"stop","LYON","BDS","ASI","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d84e"")","Pierce","Messitt","01/11/1995",21,"FAUX","Contrat Pro",17,"stop","MONTPELIER","BDS","HUAWEI","INSA"
"ObjectId(""61db553ec81e1457f090d84f"")","Michail","Goldston","03/12/1998",292,"FAUX","Contrat d'apprentissage",24,"stop","CLERMONT","BDS","MRC","INSA"
"ObjectId(""61db553ec81e1457f090d850"")","Roanna","Pink","29/10/2002",297,"FAUX","Stage",11,"en cours","CAEN","BDE","THALES","POLYTECH"
"ObjectId(""61db553ec81e1457f090d851"")","Filmore","de Clerc","14/09/1993",131,"FAUX","Contrat Pro",9,"termine","LYON","BDE","THALES","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d852"")","Byran","Starbeck","29/09/1995",10,"FAUX","Stage",16,"termine","PARIS","SPR","MICHELIN","ISIMA"
"ObjectId(""61db553ec81e1457f090d853"")","Etty","Murtell","26/10/1996",93,"FAUX","Contrat Pro",8,"stop","CAEN","BDE","IBM","ESI"
"ObjectId(""61db553ec81e1457f090d854"")","Lenette","Palle","23/11/1995",264,"FAUX","Stage",12,"termine","MONTPELIER","BDS","ACCENTURE","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d855"")","Morly","Scannell","04/06/1994",140,"FAUX","Contrat Pro",13,"termine","CAEN","BDS","SOGETI","INSA"
"ObjectId(""61db553ec81e1457f090d856"")","Blanca","Pawsey","19/06/2001",196,"FAUX","Contrat d'apprentissage",8,"en cours","LILLE","SPR","ASI","ISIMA"
"ObjectId(""61db553ec81e1457f090d857"")","Laurella","Fransinelli","09/11/1994",179,"FAUX","Contrat d'apprentissage",2,"stop","PARIS","SPR","AKKA","101"
"ObjectId(""61db553ec81e1457f090d858"")","Rory","Dewberry","31/12/1995",166,"FAUX","Contrat Pro",3,"termine","CAEN","BDS","CDISCOUNT","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d859"")","Matti","Giraudeau","22/04/1994",236,"FAUX","Stage",10,"stop","MONTPELIER","BDS","MTN","MINES"
"ObjectId(""61db553ec81e1457f090d85a"")","Tirrell","Choules","03/02/1997",258,"FAUX","Contrat Pro",15,"stop","PARIS","SPR","AMAZON","INSA"
"ObjectId(""61db553ec81e1457f090d85b"")","Kelcey","Wiffen","30/07/1999",89,"FAUX","Contrat d'apprentissage",24,"termine","PARIS","BDS","FREE","ISIMA"
"ObjectId(""61db553ec81e1457f090d85c"")","Nikolos","Priddie","16/05/1998",90,"FAUX","Contrat Pro",8,"termine","CLERMONT","BDS","AXXA","POLYTECH"
"ObjectId(""61db553ec81e1457f090d85d"")","Moria","Bumby","29/11/1994",17,"FAUX","Contrat d'apprentissage",16,"termine","MONTPELIER","SPR","MICHELIN","EPITECH"
"ObjectId(""61db553ec81e1457f090d85e"")","Ardith","Beadnell","21/08/1998",128,"FAUX","Contrat Pro",19,"stop","MONTPELIER","BDS","HUAWEI","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d85f"")","Nikolaos","Fessler","02/04/1996",116,"FAUX","Stage",19,"termine","LYON","SPR","THALES","42"
"ObjectId(""61db553ec81e1457f090d860"")","Dian","Peepall","23/11/1997",248,"FAUX","Stage",21,"en cours","MONTPELIER","BDE","ALTRAM","SUPINFO"
"ObjectId(""61db553ec81e1457f090d861"")","Allistir","Ashness","11/08/1998",262,"FAUX","Stage",15,"en cours","LILLE","SPR","AMAZON","INSA"
"ObjectId(""61db553ec81e1457f090d862"")","Shelagh","Ferrulli","25/03/1997",128,"FAUX","Contrat Pro",16,"stop","PARIS","SPR","MRC","ESI"
"ObjectId(""61db553ec81e1457f090d863"")","Devi","Brunskill","20/04/2002",128,"FAUX","Contrat Pro",9,"stop","CAEN","BDS","ASTEK","42"
"ObjectId(""61db553ec81e1457f090d864"")","Wat","Wagen","18/04/1994",115,"FAUX","Stage",22,"stop","CLERMONT","BDE","CGI","MINES"
"ObjectId(""61db553ec81e1457f090d865"")","Sharlene","Scupham","13/01/1993",201,"FAUX","Contrat d'apprentissage",23,"stop","LYON","SPR","MRC","101"
"ObjectId(""61db553ec81e1457f090d866"")","Alva","Santhouse","31/07/1994",207,"FAUX","Stage",20,"termine","LILLE","BDS","ADVENCE CAMEROUN","ISIMA"
"ObjectId(""61db553ec81e1457f090d867"")","Myrilla","Gentil","12/04/1997",62,"FAUX","Contrat Pro",10,"stop","CLERMONT","BDS","ALTRAM","MINES"
"ObjectId(""61db553ec81e1457f090d868"")","Sofia","Dunning","18/07/2002",14,"FAUX","Contrat d'apprentissage",18,"termine","CAEN","BDS","CAMTEL","101"
"ObjectId(""61db553ec81e1457f090d869"")","Ash","Penman","03/01/1994",224,"FAUX","Stage",4,"stop","PARIS","SPR","DIGIT CONCEPT","42"
"ObjectId(""61db553ec81e1457f090d86a"")","Lou","Sobczak","27/05/1999",54,"FAUX","Contrat d'apprentissage",17,"stop","PARIS","BDE","ASI","MINES"
"ObjectId(""61db553ec81e1457f090d86b"")","Karlie","Revington","30/09/1997",299,"FAUX","Contrat Pro",4,"en cours","LILLE","BDE","AMAZON","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d86c"")","Emilie","Oldis","04/06/2000",19,"FAUX","Contrat d'apprentissage",5,"termine","MONTPELIER","BDS","ABYSTER","SUPINFO"
"ObjectId(""61db553ec81e1457f090d86d"")","Mommy","Kingsbury","14/05/1994",24,"FAUX","Contrat d'apprentissage",6,"stop","CLERMONT","SPR","MTN","101"
"ObjectId(""61db553ec81e1457f090d86e"")","Mable","Papachristophorou","07/01/2001",181,"FAUX","Contrat d'apprentissage",12,"stop","CLERMONT","BDE","IBM","MINES"
"ObjectId(""61db553ec81e1457f090d86f"")","Gilburt","Crake","23/01/1997",298,"FAUX","Stage",9,"stop","CLERMONT","BDE","ASI","EPITECH"
"ObjectId(""61db553ec81e1457f090d870"")","Gardener","Dayborne","29/07/1993",272,"FAUX","Stage",16,"en cours","LILLE","BDS","MTN","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d871"")","Abagael","Phinnis","06/06/1993",27,"FAUX","Contrat Pro",9,"stop","PARIS","BDE","ASTEK","ESI"
"ObjectId(""61db553ec81e1457f090d872"")","Estell","Stogill","19/03/1998",216,"FAUX","Contrat d'apprentissage",9,"termine","MONTPELIER","SPR","ATOS","INSA"
"ObjectId(""61db553ec81e1457f090d873"")","Morna","Okie","07/11/1993",257,"FAUX","Contrat Pro",14,"en cours","LYON","BDE","MRC","SUPINFO"
"ObjectId(""61db553ec81e1457f090d874"")","Didi","Joanaud","04/11/1994",90,"FAUX","Contrat d'apprentissage",18,"en cours","MONTPELIER","BDE","CGI","EPITECH"
"ObjectId(""61db553ec81e1457f090d875"")","Paton","Rook","13/01/1995",,"FAUX","Contrat Pro",16,"termine","PARIS","BDS","CAPGEMINI","INSA"
"ObjectId(""61db553ec81e1457f090d876"")","Cilka","Eisold*","01/09/2001",85,"FAUX","Stage",22,"stop","CAEN","BDS","CDISCOUNT","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d877"")","Chiquia","Middleton","26/10/2000",176,"FAUX","Stage",4,"stop","MONTPELIER","SPR","SOFTTEAMS","POLYTECH"
"ObjectId(""61db553ec81e1457f090d878"")","Rozamond","Hawler","04/11/2000",198,"FAUX","Contrat d'apprentissage",8,"termine","MONTPELIER","BDE","FREE","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d879"")","Dev","Lorenzetto","11/10/2002",166,"FAUX","Contrat d'apprentissage",1,"stop","MONTPELIER","BDS","AXXA","ISIMA"
"ObjectId(""61db553ec81e1457f090d87a"")","Adrian","Risley","21/11/2001",176,"FAUX","Stage",21,"termine","PARIS","BDE","ABYSTER","ESI"
"ObjectId(""61db553ec81e1457f090d87b"")","Edmon","Porter","08/12/1995",288,"FAUX","Contrat d'apprentissage",7,"en cours","CAEN","SPR","SOFTTEAMS","ESI"
"ObjectId(""61db553ec81e1457f090d87c"")","Kelsi","Grishin","15/07/1999",239,"FAUX","Contrat Pro",12,"termine","CLERMONT","BDE","GFI","INSA"
"ObjectId(""61db553ec81e1457f090d87d"")","Kathlin","Linger","30/03/2002",189,"FAUX","Contrat Pro",14,"en cours","PARIS","BDS","SOFTTEAMS","42"
"ObjectId(""61db553ec81e1457f090d87e"")","Joelly","Cowan","09/10/1994",63,"FAUX","Stage",24,"stop","CAEN","BDS","ADVENCE CAMEROUN","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d87f"")","Daune","Skouling","25/01/1998",68,"FAUX","Stage",16,"termine","CAEN","BDS","SHINKA","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d880"")","Rozella","MacNelly","26/04/2000",136,"FAUX","Stage",18,"termine","CAEN","SPR","ENELCAM","42"
"ObjectId(""61db553ec81e1457f090d881"")","Angelita","Po","14/09/1999",261,"FAUX","Contrat d'apprentissage",16,"stop","CLERMONT","SPR","ADVENCE CAMEROUN","ISIMA"
"ObjectId(""61db553ec81e1457f090d882"")","Erminie","Liggons","17/03/2000",126,"FAUX","Contrat Pro",2,"en cours","PARIS","SPR","AFRIK-SOLUTION","42"
"ObjectId(""61db553ec81e1457f090d883"")","Marylou","McCambrois","13/05/1993",267,"FAUX","Contrat d'apprentissage",21,"stop","CLERMONT","SPR","THALES","POLYTECH"
"ObjectId(""61db553ec81e1457f090d884"")","Alverta","Russ","26/12/1996",12,"FAUX","Contrat Pro",19,"en cours","MONTPELIER","BDS","SOGETI","101"
"ObjectId(""61db553ec81e1457f090d885"")","Valma","Maasz","21/09/1999",168,"FAUX","Stage",10,"termine","MONTPELIER","BDS","ORACLE","EPITECH"
"ObjectId(""61db553ec81e1457f090d886"")","Franciska","Risbrough*","19/07/1999",206,"FAUX","Stage",20,"en cours","CAEN","BDE","ORACLE","ISIMA"
"ObjectId(""61db553ec81e1457f090d887"")","Felicia","Cracknell","09/06/2001",201,"FAUX","Stage",18,"termine","CAEN","BDS","IBM","INSA"
"ObjectId(""61db553ec81e1457f090d888"")","Glory","Gehrts","08/05/1996",156,"FAUX","Contrat Pro",5,"termine","MONTPELIER","BDS","ABYSTER","MINES"
"ObjectId(""61db553ec81e1457f090d889"")","Cacilie","Guilleton","09/11/2002",49,"FAUX","Contrat Pro",16,"en cours","PARIS","BDS","OPEN","101"
"ObjectId(""61db553ec81e1457f090d88a"")","Franz","Annott","03/10/2000",273,"FAUX","Contrat d'apprentissage",5,"en cours","LILLE","BDS","RUEDUCOMMERCE","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d88b"")","Philip","Hammerich","05/02/1998",64,"FAUX","Contrat d'apprentissage",16,"termine","MONTPELIER","BDS","CAPGEMINI","MINES"
"ObjectId(""61db553ec81e1457f090d88c"")","Kristy","Meo","28/03/1995",39,"FAUX","Stage",6,"en cours","LYON","SPR","CGI","42"
"ObjectId(""61db553ec81e1457f090d88d"")","Simonette","Ivkovic","25/06/1996",226,"FAUX","Contrat d'apprentissage",2,"stop","CLERMONT","BDE","ASTEK","ECOLE DE LA VIE"
"ObjectId(""61db553ec81e1457f090d88e"")","Red","Wong","18/04/1997",148,"FAUX","Stage",15,"stop","CLERMONT","BDS","MICHELIN","ESI"
"ObjectId(""61db553ec81e1457f090d88f"")","Dennie","Hindenberger","06/07/2001",38,"FAUX","Stage",5,"en cours","CLERMONT","BDS","MICHELIN","ISIMA"
"ObjectId(""61db553ec81e1457f090d890"")","Korney","Byway","23/12/1995",206,"FAUX","Contrat Pro",4,"en cours","CAEN","BDE","AFROLOGIX","101"
"ObjectId(""61db553ec81e1457f090d891"")","Gustie","Sidebotton","21/08/1994",62,"FAUX","Contrat Pro",4,"stop","PARIS","BDS","CISCO","101"
"ObjectId(""61db553ec81e1457f090d892"")","Dorey","Overton","27/09/1999",28,"FAUX","Contrat Pro",4,"termine","LYON","BDS","CGI","SUPINFO"
"ObjectId(""61db553ec81e1457f090d893"")","Sherline","Jodrellec","12/08/1995",50,"FAUX","Stage",6,"en cours","MONTPELIER","BDS","AMAZON","ESI"
"ObjectId(""61db553ec81e1457f090d894"")","Zita","Kentwell","06/05/1994",200,"FAUX","Contrat Pro",11,"termine","LILLE","SPR","ATOS","101"
"ObjectId(""61db553ec81e1457f090d895"")","Moore","Chadwell","12/11/2002",129,"FAUX","Stage",22,"en cours","MONTPELIER","BDE","ADVENCE CAMEROUN","EPITECH"
"ObjectId(""61db553ec81e1457f090d896"")","Dina","Dayer","27/06/2002",90,"FAUX","Contrat Pro",16,"stop","CLERMONT","BDE","ALTRAM","ESI"
"ObjectId(""61db553ec81e1457f090d897"")","Karlen","Kitcat","18/08/1998",167,"FAUX","Stage",3,"stop","LILLE","BDE","ASTEK","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d898"")","Odelia","Chelnam","26/05/1993",207,"FAUX","Stage",3,"en cours","LYON","BDS","ORACLE","POLYTECH"
"ObjectId(""61db553ec81e1457f090d899"")","Fredrika","Crowder","14/11/1994",170,"FAUX","Contrat d'apprentissage",15,"en cours","CAEN","BDS","THALES","POLYTECH"
"ObjectId(""61db553ec81e1457f090d89a"")","Carilyn","Fussie","26/02/1998",145,"FAUX","Contrat Pro",17,"stop","LILLE","SPR","CISCO","101"
"ObjectId(""61db553ec81e1457f090d89b"")","Brigg","McGowran","08/08/1993",280,"FAUX","Contrat d'apprentissage",3,"termine","PARIS","BDS","CISCO","42"
"ObjectId(""61db553ec81e1457f090d89c"")","Evered","Gebbe","09/12/2001",33,"FAUX","Contrat d'apprentissage",17,"stop","CLERMONT","SPR","CONNEXTIC","MINES"
"ObjectId(""61db553ec81e1457f090d89d"")","Chickie","Kohler","07/01/1999",129,"FAUX","Contrat Pro",4,"termine","CLERMONT","SPR","CGI","42"
"ObjectId(""61db553ec81e1457f090d89e"")","Ronna","Radbourn","22/03/1999",153,"FAUX","Contrat Pro",1,"termine","MONTPELIER","BDE","ORACLE","SUPINFO"
"ObjectId(""61db553ec81e1457f090d89f"")","Darlleen","Mohamed","21/07/1997",72,"FAUX","Contrat Pro",3,"en cours","PARIS","BDS","MTN","101"
"ObjectId(""61db553ec81e1457f090d8a0"")","Clarey","Chaffin","28/10/1993",121,"FAUX","Stage",10,"stop","PARIS","BDE","ASTEK","ESI"
"ObjectId(""61db553ec81e1457f090d8a1"")","Nilson","Mincini","10/02/1995",208,"FAUX","Contrat Pro",23,"en cours","LILLE","SPR","ACCENTURE","MINES"
"ObjectId(""61db553ec81e1457f090d8a2"")","Milissent","Stanbridge","05/11/1998",142,"FAUX","Contrat d'apprentissage",22,"stop","MONTPELIER","SPR","CONNEXTIC","POLYTECH"
"ObjectId(""61db553ec81e1457f090d8a3"")","Connie","Lumly","16/08/1999",93,"FAUX","Stage",15,"termine","PARIS","BDE","CAMTEL","EPITECH"
"ObjectId(""61db553ec81e1457f090d8a4"")","Hansiain","Yallowley","17/08/2002",21,"FAUX","Stage",21,"en cours","LYON","SPR","ALL4TEST","INSA"
"ObjectId(""61db553ec81e1457f090d8a5"")","Wit","Dukesbury","28/12/1996",242,"FAUX","Stage",17,"stop","MONTPELIER","BDE","OPEN","SUPINFO"
"ObjectId(""61db553ec81e1457f090d8a6"")","Alanah","Sexcey","28/03/1995",66,"FAUX","Stage",5,"termine","PARIS","BDE","THALES","INSA"
"ObjectId(""61db553ec81e1457f090d8a7"")","Kylynn","Anthill","30/05/1998",225,"FAUX","Stage",21,"en cours","LILLE","SPR","OPEN","42"
"ObjectId(""61db553ec81e1457f090d8a8"")","Calvin","Adamo","17/07/1998",16,"FAUX","Contrat Pro",23,"stop","CAEN","BDE","SHINKA","ISIMA"
"ObjectId(""61db553ec81e1457f090d8a9"")","Felicity","Newiss","20/11/1996",39,"FAUX","Stage",6,"stop","LYON","BDE","ADVENCE CAMEROUN","ESI"
"ObjectId(""61db553ec81e1457f090d8aa"")","Harmonie","Celand","07/02/1999",179,"FAUX","Contrat Pro",13,"termine","MONTPELIER","BDE","IUC","SUPINFO"
"ObjectId(""61db553ec81e1457f090d8ab"")","Cleo","Beyne","20/05/2002",87,"FAUX","Stage",22,"termine","CAEN","SPR","CDISCOUNT","EPITECH"
"ObjectId(""61db553ec81e1457f090d8ac"")","Gustave","Gotcliffe","20/10/2000",123,"FAUX","Contrat Pro",6,"termine","CLERMONT","BDS","MICHELIN","42"
"ObjectId(""61db553ec81e1457f090d8ad"")","Germaine","Camlin","26/04/1998",289,"FAUX","Contrat Pro",13,"stop","PARIS","SPR","MRC","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d8ae"")","Chic","Eastgate","28/12/1998",181,"FAUX","Contrat d'apprentissage",14,"termine","LYON","BDS","ASI","UNIVERSITY 365"
"ObjectId(""61db553ec81e1457f090d8af"")","Violette","McElvogue","24/01/1998",198,"FAUX","Stage",1,"en cours","LYON","SPR","ABYSTER","101"
"ObjectId(""61db553ec81e1457f090d8b0"")","Gaspard","Rainville","26/06/2001",160,"FAUX","Contrat Pro",12,"termine","LYON","BDE","THALES","101"
"ObjectId(""61db553ec81e1457f090d8b1"")","Willey","Pilmoor","07/07/1997",22,"FAUX","Stage",3,"termine","MONTPELIER","BDS","ALL4TEST","42"
"ObjectId(""61db553ec81e1457f090d8b2"")","Dalia","Jindacek","11/09/2001",255,"FAUX","Contrat d'apprentissage",3,"stop","PARIS","BDS","AFROLOGIX","MINES"
"ObjectId(""61db553ec81e1457f090d8b3"")","Garth","Saurat","05/12/1999",121,"FAUX","Contrat d'apprentissage",15,"en cours","PARIS","BDS","CONNEXTIC","ISIMA"
"ObjectId(""61db553ec81e1457f090d8b4"")","Tomasine","Petchell","17/06/2001",261,"FAUX","Contrat d'apprentissage",2,"stop","LYON","SPR","MTN","101"
"ObjectId(""61db553ec81e1457f090d8b5"")","Karlan","McLaine","21/09/2001",95,"FAUX","Contrat Pro",22,"stop","LILLE","BDS","ACCENTURE","ESI"
"ObjectId(""61db553ec81e1457f090d8b6"")","Garreth","Viollet","07/05/1996",187,"FAUX","Contrat Pro",7,"en cours","CAEN","SPR","HUAWEI","ISIMA"
"ObjectId(""61db553ec81e1457f090d8b7"")","Lee","Worgen","03/06/1993",37,"FAUX","Stage",5,"stop","MONTPELIER","BDS","HUAWEI","INSA"
"ObjectId(""61db553ec81e1457f090d8b8"")","Jilleen","Fehners","30/03/2001",87,"FAUX","Contrat d'apprentissage",14,"termine","LILLE","SPR","CDISCOUNT","42"
"ObjectId(""61db553ec81e1457f090d8b9"")","Nissa","Ayerst","01/12/2000",183,"FAUX","Stage",5,"en cours","PARIS","SPR","CGI","POLYTECH"
